name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Falling Away from Me,Issues,Korn,2F6FfZ4w8z3eJpSxPotVO5,1999-11-09,70,270920,0.468,0.00014,0.769,0.00124,0.271,0.17,-7.036,0.041,104.102,4,4,Energetic
Falling Up,Falling Up,Dean Lewis,71i3wlanzjflfYz0gkT2W8,2021-03-05,72,206947,0.654,0.648,0.756,0,0.0995,0.475,-3.594,0.0534,103.551,2,4,Sad
Family - Frank Walker Remix,Family (Remixes),The Chainsmokers,6YnkswUQX2GXOhywMsBDqp,2019-12-05,56,185813,0.663,0.192,0.846,0,0.173,0.59,-4.015,0.0801,123.993,8,4,Energetic
Fantasy - R3HAB Remix,Fantasy (R3HAB Remix),Sofie Tukker,3iGMErA58MMTYT1mBkUkRf,2019-04-19,19,188346,0.7,0.113,0.751,0.00129,0.241,0.246,-3.853,0.0566,124.027,4,4,Energetic
Fascination,This Is Alphabeat,Alphabeat,4uqNn56KFQ7NtJ35xWZKvf,2007-12-10,0,181666,0.491,0.000285,0.831,7.88E-05,0.0761,0.828,-5.321,0.0349,193.968,6,4,Happy
Feeling This,blink-182,blink-182,26AYR77170U49cMcXB7aRV,2003-11-01,66,172645,0.411,0.103,0.962,0,0.529,0.622,-5.952,0.0917,173.143,4,4,Energetic
Feels Like Flying,Feels Like Flying,Elementaries,3mMd2MGvEIDAfMfvcb9wsC,2020-06-15,40,198077,0.416,0.882,0.11,0.873,0.116,0.347,-13.776,0.0423,120.024,11,4,Calm
Feels Like This,Dressed Too Nice For A Jacket,Maisie Peters,53Wsf11ElpPr1WAGtRQlcx,2018-11-02,56,223346,0.384,0.958,0.165,0,0.101,0.333,-9.601,0.0446,68.469,2,4,Calm
Feels Like We're Dying,Far Away,Johnny Goth,0IvaKmBYBLVcdP0Ft8Dwik,2017-02-22,51,185250,0.579,0.73,0.411,0.8,0.0945,0.125,-13.068,0.0329,79.988,6,1,Sad
Fête sous les étoiles,Suite,Biba Dupont,55ux9bDGw3qTVfad3PxSTq,2020-05-01,34,184000,0.312,0.994,0.00811,0.961,0.1,0.0703,-30.381,0.0389,115.486,1,4,Calm
Fields After Rain,Fields After Rain,Martèn LeGrand,3OjwAIOhan5AIGS2p6fJrt,2020-06-05,37,176000,0.474,0.973,0.161,0.907,0.113,0.357,-20.952,0.043,82.892,5,3,Calm
Fields Of Blossom,Fields Of Blossom,Martèn LeGrand,0BEkkhhqcCNx6VLMtshOiT,2020-04-24,32,197800,0.42,0.98,0.135,0.941,0.0974,0.155,-20.518,0.0815,118.9,4,4,Calm
Fight Club,Paralysis Analysis,Chee,3Rs4YrQRbYzZt9VvFpj3br,2021-02-26,44,168421,0.571,0.0757,0.85,0.0168,0.288,0.451,-6.271,0.556,85.56,1,4,Energetic
Find a Way,Year of the Cartographer,Quiet Arrows,4thl33Wis6fAH41YjEyfoo,2015-08-27,52,167413,0.698,0.924,0.101,0.0215,0.095,0.254,-15.266,0.0427,119.908,8,4,Calm
Fire - Price & Takis Remix,Fire (Remixes),3LAU,5tyLZo7DHqD5TcZZCgAIcW,2017-01-18,44,186000,0.485,0.0246,0.845,9.34E-05,0.275,0.0741,-4.679,0.193,160.083,1,4,Energetic
Fire in Cairo,A Sentimental Education,Luna,71Znjl8mUrHfSg38OQU8bb,2017-09-22,31,209052,0.587,0.379,0.713,0.439,0.332,0.816,-8.858,0.0268,130.05,1,4,Sad
Fix You,Fix You,Valentin,0x4CFzoSdqVq5qTGgwZFuX,2019-11-22,47,240000,0.5,0.671,0.185,0,0.0827,0.159,-13.209,0.0302,140.148,1,4,Sad
Fleur février,Fleur février,Jacco Wynia,16A82OAjqWawjDM8K5HCdm,2020-02-07,34,253904,0.428,0.985,0.0517,0.945,0.11,0.13,-21.74,0.0548,111.311,3,4,Calm
Flex,Flex,Fedde Le Grand,43p1IlKF0PBgwkqzS2EdCk,2018-05-14,42,155546,0.609,0.017,0.912,0.0335,0.44,0.533,-3.823,0.0486,128,0,4,Energetic
Floating Sunbeams,Floating Sunbeams,Michael Orvind,7hJZMJqFRlypzSlxC7Kn8n,2020-07-07,33,159292,0.205,0.98,0.202,0.85,0.128,0.086,-15.952,0.0427,113.057,1,4,Calm
Flowing,Flowing,Lucas Delphy,06G5MnuMA3cLbNwjFs8zIS,2020-05-20,39,131116,0.2,0.896,0.138,0.929,0.207,0.138,-20.417,0.0301,71.631,0,4,Calm
Fly - King Britt's Fhloston Paradigm Remix,Fly (King Britt's Fhloston Paradigm Remix),Low,69VbrwGah98lR7iuXkrk7e,2019-07-18,31,448426,0.614,0.521,0.498,0.855,0.136,0.418,-14.325,0.0466,120.003,10,3,Sad
Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,Group Therapy 300 Live from Hong Kong (ABGT300),Above & Beyond,0TEW7oRDKD2mjJQH507ni4,2018-10-05,47,364743,0.532,0.000312,0.664,0.0427,0.303,0.075,-9.804,0.0603,128.973,1,4,Energetic
Focus,Focus,Light of Sun,3DZ7DFolE5U2xEGIzFjeGo,2019-06-03,51,190526,0.273,0.238,0.161,0.481,0.133,0.0503,-17.727,0.053,113.89,4,4,Calm
Follow me,Follow me,Andre Ehmann,7d44sL4znFm5HZ6ltUVqbI,2019-07-19,51,204624,0.475,0.995,0.109,0.948,0.127,0.405,-29.839,0.0303,99.008,2,4,Calm
Follow You Anywhere,Boy From The North,Monica Heldal,1GHXVtRkiOj96w7I2vdQWh,2013-10-17,36,232080,0.465,0.755,0.424,0.101,0.104,0.223,-10.479,0.0248,88.707,4,4,Calm
Found,Found,Martin Gauffin,2T2EemW8X3GlKvJe1gxpBC,2019-08-23,52,159049,0.517,0.901,0.397,0.867,0.11,0.195,-14.281,0.0289,100.005,0,4,Calm
Free,TOGETHER,Third Party,6s2T9kuNYNZKsG5Fa1LiDN,2019-03-15,50,228971,0.481,0.0238,0.922,0.00185,0.0971,0.246,-4.17,0.064,127.931,3,4,Happy
Freya,Cantec De Leagane / Freya,Dave Pad,0aaTrekfgJgLiH00lnPKm7,2017-03-24,46,284878,0.64,0.000211,0.667,0.899,0.0748,0.288,-10.19,0.0379,122.994,11,4,Happy
Friday I'm In Love,Wish,The Cure,4QlzkaRHtU8gAdwqjWmO8n,1992-01-01,76,215160,0.526,0.00126,0.763,6.75E-05,0.359,0.514,-12.663,0.0341,136.205,0,4,Happy
FRIENDS - R3hab Remix,FRIENDS (R3hab Remix),Marshmello,18YRKiIZO4qDEc5Ik0Cry6,2018-03-23,58,157142,0.545,0.028,0.814,0,0.0969,0.696,-4.398,0.0409,104.93,9,4,Energetic
From Yesterday,A Beautiful Lie + 30 Seconds To Mars,Thirty Seconds To Mars,4ogyT8HqLV6IdCepscSkh3,2007-05-15,0,245933,0.467,0.00578,0.876,0.00592,0.0453,0.131,-4.841,0.0693,135.055,10,4,Energetic
Frozen,Frozen,Ron Adelaar,4nTeeVQnNghbWWo6k7oPrH,2020-06-05,45,166000,0.352,0.986,0.0246,0.928,0.107,0.174,-27.226,0.0419,78.809,9,4,Calm
Game Time (feat. Ninja),Game Time (feat. Ninja),3LAU,229MM2St7SnW43nT8ADlG8,2018-11-30,52,156631,0.534,8.05E-05,0.957,0.758,0.266,0.52,-4.025,0.0455,95.046,1,4,Happy
Gasoline,Disclaimer II,Seether,4e7yuouxvWPbK1q2kVlgz8,2004-01-01,39,168560,0.478,4.65E-05,0.942,0.0336,0.061,0.726,-2.71,0.08,173.515,1,4,Energetic
Geno - 2000 Remaster,Searching For The Young Soul Rebels,Dexys Midnight Runners,7gb626DDDHoiuVAGZEnlJk,1980-07,55,207226,0.481,0.688,0.6,0.00633,0.963,0.818,-8.722,0.0801,124.637,6,4,Happy
Gentle Punches - Acoustic,Gentle Punches (Acoustic),Jack in Water,4zgVEQmZjDVa78UgSElni1,2019-04-05,10,187762,0.69,0.895,0.07,0,0.242,0.277,-13.233,0.0413,89.071,11,4,Calm
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Daft Punk,2Foc5Q5nqNiosCNqttzHof,2013-04-19,78,248413,0.794,0.0426,0.811,1.07E-06,0.101,0.862,-8.966,0.038,116.047,6,4,Happy
Get Right,Get Right,Lunice,53Xsyg5W3LkxOJglyq1l5o,2021-03-05,40,158798,0.831,0.0236,0.736,0.804,0.0453,0.408,-5.033,0.0684,130.037,8,4,Energetic
Get Up Offa That Thing,20 All-Time Greatest Hits!,James Brown,0nyrltZrQGAJMBZc1bYvuQ,1991,53,250200,0.883,0.225,0.664,2.3E-06,0.941,0.8,-10.395,0.411,118.104,4,4,Happy
Getting Away With Murder,Getting Away With Murder (Explicit Version),Papa Roach,3YQopTaSSgLSSuzYBZ9bLf,2004-01-01,0,191239,0.544,0.000115,0.97,3.34E-05,0.238,0.349,-3.78,0.0532,103.909,1,4,Energetic
Ghostride,Ghostride,Crumb,6mnYXjuK0CDzqem4eR5JGU,2019-05-09,0,126120,0.664,0.511,0.352,0.806,0.109,0.45,-9.426,0.0278,87.054,2,4,Sad
Give You More,Give You More EP,HIGHSOCIETY,4F1NlboTmnSzkOLv1OEYwl,2017-11-06,33,254120,0.325,0.0035,0.965,0.0023,0.256,0.187,-2.921,0.323,159.751,6,4,Energetic
Give You Up,Still on My Mind,Dido,35b9ljYHjIUSTkgQWHbnt6,2019-03-08,50,201533,0.646,0.663,0.431,0,0.117,0.13,-6.759,0.0477,133.841,5,4,Calm
Glaciers,Bloom,Lights & Motion,2No1A7ZuMaBGxz45jmA9Gw,2018-02-02,53,176373,0.0789,0.733,0.16,0.786,0.0943,0.0409,-18.144,0.0362,56.449,7,4,Calm
Glowing Brightly,If Blue Could Be Happiness,Florist,4naz1EdNwZhREzp7CKFn23,2017-09-29,0,209153,0.64,0.776,0.257,0.0368,0.101,0.187,-13.069,0.0345,79.957,0,4,Calm
Go With The Flow,Songs For The Deaf,Queens of the Stone Age,45DElIx0dXqUH4A88yQFdE,2002,59,187120,0.242,0.0148,0.992,0.113,0.833,0.374,-3.9,0.0988,159.37,4,4,Energetic
Gold (Jupe Remix),Gold (Remixes),Cabu,1Aas0iWAEoy509PPmgPvhb,2016-07-15,0,189099,0.634,0.00795,0.912,0.027,0.228,0.53,-3.302,0.18,165.082,1,4,Energetic
Gone My Way - KhoMha Remix,Gone My Way (KhoMha Remix),Morgan Page,08Hghm2hJpCxJux9YuhCG0,2019-05-10,46,168750,0.547,0.00129,0.895,0.107,0.288,0.0353,-7.081,0.0683,128.022,5,4,Energetic
Good Times,Risqué,CHIC,0G3fbPbE1vGeABDEZF0jeG,1979-07-30,66,495400,0.87,0.149,0.657,0.0102,0.053,0.893,-7.32,0.0522,110.596,2,4,Happy
Good To Be Alive (Hallelujah),Magazines Or Novels (Deluxe Edition),Andy Grammer,1fMEUGs5CvRv0VrcJlQITt,2014-08-05,0,189869,0.784,0.0377,0.882,0,0.65,0.699,-3.646,0.0451,120.017,5,4,Happy
Good Vibrations - Remastered,Good Vibrations 40th Anniversary,The Beach Boys,2oF7FZHIJbzjeEXZ3D0Ku4,2006-01-01,66,217746,0.403,0.387,0.495,8.03E-06,0.147,0.38,-6.888,0.0312,132.912,10,4,Happy
Good Without,Good Without,Mimi Webb,15OCqNPYoLziEAsbVnqRj5,2021-03-26,84,182121,0.616,0.0723,0.576,0,0.375,0.269,-5.495,0.0532,89.962,11,4,Sad
Goodbye,The Devil's Walk,Apparat,4VxaUj96W2jw9UOtKHu51p,2011,69,256786,0.484,0.406,0.457,0.646,0.297,0.187,-13.976,0.0456,87.159,1,4,Sad
Goshen,East Harlem,Beirut,5rLZGAZOstOC3fqhmGChvK,2011-06-14,0,200146,0.284,0.848,0.262,0.00483,0.0966,0.107,-9.869,0.028,98.66,11,4,Sad
"Gottes Zeit ist die allerbeste Zeit, BWV 106: 2a. Gottes Zeit, ist die allerbeste Zeit (Arr. For Piano Four Hands by György Kurtág)",Bach,Johann Sebastian Bach,7ANhXB1OJBaTb7kDoAJRLq,2019-09-27,31,159866,0.566,0.995,0.00792,0.909,0.0874,0.0621,-34.484,0.0445,61.167,3,4,Calm
Goya,Goya,Minxz,2bo6ZMPnFkWCd0VRTMwbcs,2019-07-12,21,235813,0.365,0.994,0.00656,0.888,0.119,0.0809,-21.678,0.0427,68.17,8,5,Calm
Gracewood (Revisited),In Between (A-Side),Steven Vrancken,1TSpCeUusXyZ7FiaDuy3x1,2020-05-01,11,139050,0.353,0.969,0.0544,0.915,0.106,0.158,-22.657,0.0408,74.883,8,4,Calm
Grateful,Grateful,Mahalia,7mvma3mO5hSyhVbJDXxtFz,2019-04-26,61,185991,0.655,0.73,0.351,0.000176,0.291,0.316,-7.628,0.153,141.689,7,4,Calm
Great Balls Of Fire,The Hits,Jerry Lee Lewis,4waQv4bln6SaCB51Qj9Fp6,1997-01-01,0,106133,0.401,0.537,0.897,1.44E-06,0.065,0.943,-8.016,0.0848,166.703,0,4,Happy
Green,Green (An Original Song from the Motion Picture “Sound of Metal”),Abraham Marder,5Qbbt2pFCtK1TURRKyc44t,2021-02-12,43,267251,0.35,0.944,0.0229,0.000761,0.111,0.0803,-19.263,0.0427,131.177,1,4,Calm
Green Street,Green Street,Alexander Motovilov,4kjbflfFCcNWkBGWvYBSxz,2020-07-31,27,133125,0.373,0.978,0.191,0.944,0.0737,0.411,-24.099,0.0302,96.682,7,4,Calm
Groove Is in the Heart,Rhino Hi-Five: Deee-Lite,Deee-Lite,2UVLuddklEVak5PXgC7baA,2005-04-19,65,231786,0.694,0.0153,0.881,0.0196,0.0851,0.924,-4.053,0.0701,121.554,1,4,Happy
Groovin,Groovin,Sir Roy,3ktUAf5M4HiCt6n7Zb323H,2018-02-10,50,267152,0.845,0.0447,0.744,0.343,0.13,0.694,-9.539,0.0567,126,10,4,Energetic
Grow As We Go,Sing To Me Instead,Ben Platt,6hYvw3LLTViP2mT4MpDNmT,2019-03-29,71,249426,0.458,0.882,0.137,0,0.15,0.437,-14.083,0.0355,80.824,8,4,Calm
Guernica,Deja Entendu,Brand New,7lUjs7bf1fjKI8HKhbNp6z,2003-06-17,44,203173,0.382,0.127,0.907,5.65E-06,0.0915,0.346,-6.383,0.295,183.35,10,4,Energetic
"Hakuna Matata - From ""The Lion King""/Soundtrack",Disney's Greatest Volume 2,Various Artists,6JVMZsNrp4s6kfFMKZITbM,2001-01-01,43,213733,0.418,0.622,0.328,1.74E-05,0.128,0.68,-17.067,0.127,164.315,0,4,Happy
Halfway There (feat. Lena Leon),Halfway There (feat. Lena Leon),Tiësto,3EKKIR8be1kfAAwaz1fzyS,2019-03-15,58,195000,0.59,0.000753,0.888,0.00535,0.817,0.0715,-4.151,0.0797,128.025,0,4,Energetic
Handful Of Redemption,Tomorrow Come Today,Boysetsfire,3ekjqtjoDwy5YLuGtKoXDO,2003-01-01,34,240253,0.508,0.00022,0.947,0.0315,0.0784,0.419,-3.684,0.0531,163.731,3,4,Energetic
Happiest Year,Happiest Year,Jaymes Young,5kcvBnt6DPX3AMEsCx1qDh,2019-07-12,80,228442,0.501,0.885,0.167,0,0.111,0.356,-14.061,0.0484,112.275,1,3,Sad
HAPPINESS,HAPPINESS,NEEDTOBREATHE,2FhZiYOy6xKlnzdxFf1PI8,2016-04-01,30,205773,0.575,0.00703,0.765,0,0.331,0.407,-6.608,0.0345,98.037,9,4,Happy
Happy,Despicable Me 2 (Original Motion Picture Soundtrack),Various Artists,6NPVjNh8Jhru9xOmyQigds,2013-06-18,2,233305,0.652,0.286,0.757,0,0.0886,0.962,-6.819,0.153,159.911,1,4,Happy
Happy,Pocketful Of Sunshine,Natasha Bedingfield,6z9r12PJfgnCz9BWtqdNwb,2007-04-27,34,220386,0.595,0.0336,0.866,0,0.101,0.707,-3.483,0.196,88.731,0,4,Happy
Happy Ending,Body And Soul,Joe Jackson,1qv9TWDpXh50DPLgWD4bnH,1984-01-01,51,218466,0.635,0.0973,0.808,0,0.141,0.726,-5.026,0.0262,131.377,9,4,Happy
Happy Together,Happy Together,The Turtles,1JO1xLtVc8mWhIoE3YaCL0,1967,74,176293,0.584,0.55,0.367,1.38E-05,0.0818,0.588,-9.638,0.0328,120.175,6,4,Happy
Harvest Love,Harvest Love,Tash Sultana,2KK7OUblFkd7TT9TjWgW7z,2018-07-13,41,365928,0.276,0.314,0.251,6.05E-06,0.122,0.18,-9.078,0.0295,95.705,2,4,Sad
Hash Pipe,Weezer (Green Album),Weezer,2mPMFJvQ0v27gVqe5b6nDn,2001-05-15,65,186533,0.578,0.000121,0.882,0.479,0.284,0.623,-6.354,0.044,125.603,7,4,Energetic
Haunted House,Haunted House,Holly Humberstone,4vNxFySlHhuWuxOHvphZuP,2021-04-06,62,133226,0.366,0.871,0.269,0,0.101,0.238,-9.197,0.0439,127.523,9,4,Sad
Head And Heart On Fire,Head And Heart On Fire,LÉON,4rqe64hyIfoMfiBcvVZqfT,2020-09-18,3,155303,0.569,0.699,0.311,0,0.0938,0.244,-8.267,0.0276,125.913,10,4,Calm
Headlights,Permanent Way,Charlie Cunningham,3IHdzl5BgvBJCScbAC8BPH,2019-06-07,57,212453,0.617,0.878,0.4,0.0285,0.0977,0.507,-15.469,0.0569,86.051,9,4,Calm
Heart of Gold - 2009 Remaster,Harvest (2009 Remaster),Neil Young,1Q1b8eVkUPGlpSArl8JAVw,1972-02-14,73,187013,0.541,0.189,0.459,0.0274,0.099,0.803,-10.433,0.0297,171.165,4,4,Calm
Heather,Kid Krow,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,2020-03-20,88,198040,0.357,0.584,0.425,0,0.322,0.27,-7.301,0.0333,102.078,5,3,Sad
Heaven - David Guetta & MORTEN Remix,Heaven (David Guetta & MORTEN Remix),Avicii,4QAUGy6k7c3IOAhgWz52r7,2019-08-23,66,215238,0.572,0.00292,0.934,0.0198,0.105,0.204,-5.053,0.0446,125.948,6,4,Happy
Heavenly,Heavenly,Cigarettes After Sex,0M6TLjxixptslrmQpWbRoR,2019-08-28,3,288594,0.539,0.617,0.432,0.692,0.11,0.133,-9.298,0.0249,105.196,8,4,Sad
Heavy,Home,Collective Soul,3vqt0fEt6I52ANHu7mAlIP,2006-02-07,55,177213,0.535,0.000919,0.854,0.00149,0.0676,0.618,-6.519,0.0368,106.929,1,4,Energetic
Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,6dGnYIeXmHdcikdzNNDMm2,1969-09-26,83,185733,0.557,0.0339,0.54,0.00248,0.179,0.394,-10.484,0.0347,129.171,9,4,Happy
Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,6dGnYIeXmHdcikdzNNDMm2,1969-09-26,82,185733,0.557,0.0339,0.54,0.00248,0.179,0.394,-10.484,0.0347,129.171,9,4,Happy
Highway,XXIV Bit EP,Joker,1XAbAp4SLG9ZWzTOFIYX62,2016-08-05,31,241209,0.747,0.00102,0.61,0.819,0.137,0.809,-5.552,0.0915,160.004,1,4,Energetic
Highway to Hell,Highway to Hell,AC/DC,2zYzyRzz6pRmhPzyfMEC8s,1979-07-27,83,208400,0.574,0.061,0.913,0.00158,0.156,0.423,-4.793,0.133,115.728,6,4,Happy
Holding On,Scary Kids Scaring Kids,Scary Kids Scaring Kids,48H6uWuBYeeZUiXwb5f69K,2007-09-25,45,261240,0.421,0.000442,0.935,0.000212,0.1,0.455,-5.153,0.0697,165.02,8,4,Energetic
Hollowman,Trapt,Trapt,3MOdqpj30w4Wk96bBwLJk9,2002-11-05,36,303013,0.502,0.000214,0.92,0,0.306,0.182,-4.588,0.0611,159.884,2,4,Energetic
Holy Water,Holy Water,Galantis,7Ga9ZSdPAcQXQvd1ObVFpm,2019-09-27,62,176657,0.587,0.0653,0.734,0.000571,0.398,0.401,-4.558,0.0407,125.848,9,4,Energetic
Home,Home,Lucas & Steve,3Qsp2uAtcDCrrlknJtUPj8,2018-07-20,46,189834,0.544,0.00851,0.932,0.00811,0.157,0.337,-5.816,0.0679,125.954,10,4,Energetic
Homesick,Dua Lipa (Deluxe),Dua Lipa,5E5MqaS6eOsbaJibl3YeMZ,2017-06-02,68,230480,0.426,0.948,0.224,0,0.112,0.399,-8.683,0.0391,85.728,6,5,Calm
"Honey, This Mirror Isn't Big Enough for the Two of Us","I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,5gNVTfD1L6QrPgOf0wFo0q,2002,54,231096,0.383,0.000328,0.946,1.13E-06,0.0537,0.534,-8.122,0.0789,108.591,1,4,Energetic
Hoovela,Hoovela,Steve Aoki,1dssHOp3HpaK9o5c0CL7xU,2018-10-05,0,207295,0.341,0.00123,0.989,0.822,0.4,0.119,-3.828,0.111,103.48,4,1,Happy
How Bizarre,How Bizarre,OMC,6RT3PxDEQOa7m6tK502DNa,1996,0,224053,0.784,0.261,0.675,1.4E-06,0.293,0.854,-7.718,0.049,124.908,0,4,Happy
How It Gets In (feat. Julien Baker),Recorded Songs,Frightened Rabbit,42ogcCoEQpdE84Hyvg36s8,2017-09-15,37,161200,0.35,0.547,0.576,0.000121,0.0983,0.117,-7.196,0.0423,98.867,9,4,Calm
How To Fight,How To Fight,Eartheater,6ruBSXfnFc6raFDFm9YB3r,2020-08-05,38,211295,0.404,0.702,0.249,0.000911,0.171,0.284,-15.881,0.0472,120.221,7,4,Sad
Human Connection,Human Connection,Cult Solo,1V17xHHZgIgZ6H14rinHdi,2017-11-02,49,328040,0.6,0.0938,0.882,0.912,0.0542,0.347,-8.394,0.0311,120.008,5,4,Happy
Humans (Let Me Love You),Humans (Let Me Love You),Sick Individuals,1IB1GFSTgmeecjscmAJ0lW,2019-05-24,59,161048,0.584,0.21,0.835,1.49E-06,0.126,0.371,-3.663,0.0584,128.106,7,4,Happy
Hunter,Hunter,Anna Calvi,2NRZo1Y3T6UaVCz1i8dMqm,2018-07-31,22,251693,0.439,0.316,0.454,0.000696,0.0901,0.388,-8.251,0.028,97.97,5,4,Sad
hurt so bad,hurt so bad,Cian Ducrot,5c1gKtJkR8dPjki25BU7Qz,2020-07-02,1,242488,0.461,0.337,0.452,0,0.269,0.282,-6.529,0.0366,168.074,2,3,Sad
Hypnagogia Well,Hypnagogia Well,Monocle Twins,2jpL7mFOMzRnbaSj790BfQ,2019-10-17,50,222000,0.545,0.771,0.253,0.922,0.108,0.0529,-17.953,0.033,115.848,2,4,Calm
I Can Change,Free Yourself Up,Lake Street Dive,0jCe45cYIc6NXedmbIKy0Q,2018-05-04,60,191693,0.546,0.868,0.193,4.18E-05,0.087,0.311,-11.903,0.0426,139.795,0,4,Calm
I Can See Clearly Now,We All Are One: The Best Of Jimmy Cliff,Jimmy Cliff,7aJZxI6TVdIvQSuWxQ4rqp,1969,66,196000,0.799,0.00482,0.662,0.000505,0.0484,0.717,-8.585,0.0347,120.082,7,4,Happy
I Can't Help (with Sarcastic Sounds),I Can't Help (with Sarcastic Sounds),Shoffy,1OdYu7mDO94ydUvfZPaPvP,2020-02-07,47,121250,0.714,0.393,0.4,0.000718,0.109,0.318,-8.264,0.0618,81.974,2,4,Sad
I dine øjne,I dine øjne,Efterklang,07htwTiSZVnQfdl38siCIn,2019-08-21,0,297249,0.67,0.762,0.417,0.0214,0.104,0.0708,-12.553,0.0404,121.13,8,4,Sad
I Don't Know (feat. Samuel T. Herring),I Don't Know (feat. Samuel T. Herring),BADBADNOTGOOD,2rx8InAMTVDeZdkLUWHDmA,2017-10-20,0,256040,0.389,0.24,0.52,0.00467,0.337,0.654,-8.114,0.0332,134.329,0,4,Sad
I Don't Trust That Bird of Prey,Requiescence,Random Forest,33gVbwdqw7aRX0Y2zM7qm3,2019-10-04,51,210500,0.52,0.605,0.305,0.899,0.16,0.0389,-14.38,0.0322,120.109,7,4,Calm
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,2020-05-08,68,184505,0.535,0.771,0.359,0,0.111,0.488,-9.343,0.0607,154.163,2,4,Sad
I Just Can't - Fabian Mazur Remix,I Just Can't (Fabian Mazur Remix),R3HAB,1tcOkFEX0OiG7BeKMqKDfo,2017-12-22,38,207000,0.616,0.0542,0.789,0.000147,0.0546,0.384,-5.029,0.0743,80.004,6,4,Energetic
I Just Don't Care That Much - Stripped,I Just Don't Care That Much (Stripped),Matt Maeson,2gMNSIlHuVTO3MsOJxO150,2019-05-03,0,227253,0.594,0.805,0.29,0,0.0692,0.13,-10.921,0.0372,115.868,6,4,Calm
I Miss You - Paddy's Song,Boxes EP,Gavin James,6Lqa8EZSaGEl80rojsrz1B,2020-10-02,45,209006,0.523,0.553,0.377,0,0.116,0.234,-7.914,0.0293,139.897,9,4,Sad
I Stand Alone,"Good Times, Bad Times - Ten Years of Godsmack",Godsmack,6pGJTJaExyKwwXBmcoyVlY,2007-01-01,0,243840,0.211,4.51E-05,0.921,0,0.1,0.351,-4.468,0.0729,171.9,0,4,Energetic
I Took A Pill In Ibiza,"At Night, Alone.",Mike Posner,1PiKcVhlmHPvL7IPjx9dJk,2016-05-06,0,280800,0.636,0.618,0.319,1.7E-06,0.125,0.378,-10.065,0.0718,74.109,10,4,Sad
I Wanted to Leave,I Wanted to Leave,SYML,77AixrPcd03tR4tWMHuxro,2020-10-09,17,203911,0.485,0.989,0.0626,0.9,0.111,0.276,-19.536,0.0375,170.264,8,3,Calm
I Was Made For Lovin' You,Dynasty (Remastered Version),KISS,2ZSCy3P1QzpJySCWA6NRIU,1979-03-23,1,271240,0.768,0.213,0.852,7.45E-05,0.0723,0.867,-6.215,0.038,128.374,4,4,Happy
I Wish I Wish,Bright Sunny South,Sam Amidon,02d7m51SjPVO2RU8i1sgwN,2013,30,167026,0.497,0.891,0.26,0.371,0.0736,0.398,-13.403,0.0274,147.806,2,3,Calm
I Would Die 4 U,Purple Rain,Prince,6fBwVe6udYdnRqwqo06if8,1984-06-25,61,178986,0.731,0.0862,0.75,0.000388,0.202,0.639,-10.457,0.0321,135.406,2,4,Happy
I'd Do Well - Acoustic,I'd Do Well (Acoustic),Tim Hart,2AMNarskaS96sAaGgcEYSi,2017-11-10,46,173780,0.522,0.811,0.299,1.31E-05,0.103,0.279,-10.043,0.0265,138.471,10,4,Calm
"I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack","O Brother, Where Art Thou? (Soundtrack)",Various Artists,0x5EMnC2M9pDTAAStksrDt,2000-01-01,0,237866,0.684,0.985,0.253,0.0317,0.118,0.521,-13.561,0.0341,102.94,2,4,Happy
I'm a Believer,The Best of The Monkees,The Monkees,1CSLeVCXmetBh8IkTPMFdL,2003,59,165613,0.502,0.595,0.772,2.47E-06,0.199,0.935,-6.205,0.0322,79.463,0,4,Happy
I'm Gonna Be (500 Miles) - 2011 Remaster,Sunshine on Leith (2011 Remaster),The Proclaimers,4ZYfCFSG2XeCUmEC1TSghe,2011-10-17,40,218706,0.87,0.206,0.515,0,0.109,0.783,-5.127,0.0433,131.777,4,4,Happy
I'm Not Ok,I'm Not Ok,RHODES,2smg1NNlkCgQNLbqwdn3bv,2020-06-19,54,203928,0.394,0.517,0.35,0,0.0738,0.163,-7.751,0.0323,125.941,5,4,Sad
I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,2004-06-08,73,186480,0.21,0.00602,0.94,0,0.269,0.255,-3.427,0.123,179.722,9,4,Energetic
I'm on Fire,If I Was (Deluxe Edition),The Staves,14WxdK01IyDl3bumvqufxH,2014-10-20,60,192053,0.302,0.741,0.191,9.6E-05,0.11,0.0703,-15.166,0.0318,75.704,2,4,Calm
